,contractID,symbol,expiration,date,strike,type,last,mark,bid,ask,volume,open_interest,implied_volatility
456,IBM241122P00170000,IBM,2024-11-22,2024-10-25,170.00,put,0.00,0.01,0.00,0.15,0,0,0.29970
457,IBM241122C00175000,IBM,2024-11-22,2024-10-25,175.00,call,0.00,39.88,38.60,41.15,0,0,0.10227
458,IBM241122P00175000,IBM,2024-11-22,2024-10-25,175.00,put,0.00,0.60,0.02,1.19,0,0,0.47211
459,IBM241122C00180000,IBM,2024-11-22,2024-10-25,180.00,call,0.00,34.83,33.50,36.15,0,0,0.08938
460,IBM241122P00180000,IBM,2024-11-22,2024-10-25,180.00,put,0.00,0.73,0.04,1.42,0,0,0.43872
461,IBM241122C00185000,IBM,2024-11-22,2024-10-25,185.00,call,34.91,30.27,29.35,31.20,0,1,0.07649
462,IBM241122P00185000,IBM,2024-11-22,2024-10-25,185.00,put,0.00,0.38,0.06,0.70,0,0,0.33370
463,IBM241122C00190000,IBM,2024-11-22,2024-10-25,190.00,call,0.00,24.77,23.60,25.95,0,0,0.06360
464,IBM241122P00190000,IBM,2024-11-22,2024-10-25,190.00,put,0.00,0.34,0.12,0.56,0,2,0.27912
465,IBM241122C00195000,IBM,2024-11-22,2024-10-25,195.00,call,25.65,20.15,19.60,20.70,0,11,0.05071
466,IBM241122P00195000,IBM,2024-11-22,2024-10-25,195.00,put,0.37,0.49,0.44,0.55,21,29,0.25214
467,IBM241122C00200000,IBM,2024-11-22,2024-10-25,200.00,call,18.34,15.32,15.00,15.65,0,13,0.03782
468,IBM241122P00200000,IBM,2024-11-22,2024-10-25,200.00,put,0.88,0.80,0.64,0.97,94,190,0.23111
469,IBM241122C00205000,IBM,2024-11-22,2024-10-25,205.00,call,32.28,11.27,10.60,11.95,0,10,0.17791
470,IBM241122P00205000,IBM,2024-11-22,2024-10-25,205.00,put,1.61,1.71,1.60,1.82,19,123,0.23324
471,IBM241122C00210000,IBM,2024-11-22,2024-10-25,210.00,call,9.55,7.50,7.00,8.00,9,33,0.18065
472,IBM241122P00210000,IBM,2024-11-22,2024-10-25,210.00,put,3.09,3.08,2.97,3.20,28,187,0.22928
473,IBM241122C00215000,IBM,2024-11-22,2024-10-25,215.00,call,4.19,4.08,3.15,5.00,9,42,0.16221
474,IBM241122P00215000,IBM,2024-11-22,2024-10-25,215.00,put,5.05,5.33,5.20,5.45,23,113,0.23461
475,IBM241122C00220000,IBM,2024-11-22,2024-10-25,220.00,call,2.25,2.23,2.09,2.38,289,201,0.17105
476,IBM241122P00220000,IBM,2024-11-22,2024-10-25,220.00,put,7.30,8.60,8.30,8.90,19,282,0.25352
477,IBM241122C00225000,IBM,2024-11-22,2024-10-25,225.00,call,1.06,1.03,0.97,1.09,60,202,0.17181
478,IBM241122P00225000,IBM,2024-11-22,2024-10-25,225.00,put,0.00,12.28,12.00,12.55,0,36,0.26617
479,IBM241122C00230000,IBM,2024-11-22,2024-10-25,230.00,call,0.50,0.49,0.44,0.55,14,188,0.17974
480,IBM241122P00230000,IBM,2024-11-22,2024-10-25,230.00,put,15.00,17.00,16.55,17.45,1,66,0.31373
481,IBM241122C00235000,IBM,2024-11-22,2024-10-25,235.00,call,0.39,0.29,0.14,0.43,72,169,0.19696
482,IBM241122P00235000,IBM,2024-11-22,2024-10-25,235.00,put,0.00,20.93,19.80,22.05,0,6,0.30306
483,IBM241122C00240000,IBM,2024-11-22,2024-10-25,240.00,call,0.08,0.19,0.04,0.34,3,73,0.21556
484,IBM241122P00240000,IBM,2024-11-22,2024-10-25,240.00,put,0.00,26.25,25.40,27.10,0,3,0.37409
485,IBM241122C00245000,IBM,2024-11-22,2024-10-25,245.00,call,0.17,0.38,0.01,0.75,0,36,0.28294
486,IBM241122P00245000,IBM,2024-11-22,2024-10-25,245.00,put,0.00,31.58,30.95,32.20,0,298,0.44436
487,IBM241122C00250000,IBM,2024-11-22,2024-10-25,250.00,call,0.06,0.01,0.00,0.42,42,777,0.19300
488,IBM241122P00250000,IBM,2024-11-22,2024-10-25,250.00,put,0.00,36.30,35.30,37.30,0,1,0.46982
489,IBM241122C00255000,IBM,2024-11-22,2024-10-25,255.00,call,0.11,0.22,0.05,0.39,0,33,0.31800
490,IBM241122P00255000,IBM,2024-11-22,2024-10-25,255.00,put,0.00,40.95,39.55,42.35,0,0,0.48430
491,IBM241122C00260000,IBM,2024-11-22,2024-10-25,260.00,call,0.07,0.01,0.00,0.58,0,9,0.23797
492,IBM241122P00260000,IBM,2024-11-22,2024-10-25,260.00,put,0.00,46.60,45.25,47.95,0,0,0.57805
493,IBM241122C00265000,IBM,2024-11-22,2024-10-25,265.00,call,0.05,0.01,0.00,0.38,0,79,0.25961
494,IBM241122P00265000,IBM,2024-11-22,2024-10-25,265.00,put,0.00,50.92,49.55,52.30,0,0,0.56098
495,IBM241122C00270000,IBM,2024-11-22,2024-10-25,270.00,call,2.12,0.01,0.00,0.38,0,9,0.28065
496,IBM241122P00270000,IBM,2024-11-22,2024-10-25,270.00,put,0.00,56.45,55.25,57.65,0,0,0.64588
497,IBM241122C00275000,IBM,2024-11-22,2024-10-25,275.00,call,0.63,0.01,0.00,1.30,0,5,0.30108
498,IBM241122P00275000,IBM,2024-11-22,2024-10-25,275.00,put,0.00,60.85,59.50,62.20,0,0,0.62835
499,IBM241122C00280000,IBM,2024-11-22,2024-10-25,280.00,call,0.00,0.01,0.00,1.30,0,0,0.32089
500,IBM241122P00280000,IBM,2024-11-22,2024-10-25,280.00,put,0.00,66.03,64.60,67.45,0,0,0.68171
501,IBM241122C00285000,IBM,2024-11-22,2024-10-25,285.00,call,0.00,0.01,0.00,1.30,0,0,0.34040
502,IBM241122P00285000,IBM,2024-11-22,2024-10-25,285.00,put,0.00,71.55,70.20,72.90,0,0,0.76509
503,IBM241122C00290000,IBM,2024-11-22,2024-10-25,290.00,call,0.15,0.01,0.00,1.27,0,0,0.35946
504,IBM241122P00290000,IBM,2024-11-22,2024-10-25,290.00,put,0.00,76.18,74.45,77.90,0,0,0.76539
505,IBM241122C00295000,IBM,2024-11-22,2024-10-25,295.00,call,0.00,0.01,0.00,1.29,0,0,0.37790
506,IBM241122P00295000,IBM,2024-11-22,2024-10-25,295.00,put,0.00,81.53,80.15,82.90,0,0,0.83216
507,IBM241122C00300000,IBM,2024-11-22,2024-10-25,300.00,call,0.00,0.01,0.00,1.27,0,0,0.39619
508,IBM241122P00300000,IBM,2024-11-22,2024-10-25,300.00,put,0.00,86.53,85.15,87.90,0,0,0.86539
509,IBM241122C00305000,IBM,2024-11-22,2024-10-25,305.00,call,0.00,0.01,0.00,1.29,0,0,0.41388
510,IBM241122P00305000,IBM,2024-11-22,2024-10-25,305.00,put,0.00,91.55,90.20,92.90,0,0,0.89954
511,IBM241129C00120000,IBM,2024-11-29,2024-10-25,120.00,call,0.00,94.58,93.15,96.00,0,0,0.19661
512,IBM241129P00120000,IBM,2024-11-29,2024-10-25,120.00,put,0.00,0.01,0.00,1.29,0,1,0.62180
513,IBM241129C00125000,IBM,2024-11-29,2024-10-25,125.00,call,0.00,89.97,88.20,91.75,0,0,0.18623
514,IBM241129P00125000,IBM,2024-11-29,2024-10-25,125.00,put,0.00,0.01,0.00,1.29,0,0,0.58095
515,IBM241129C00130000,IBM,2024-11-29,2024-10-25,130.00,call,0.00,84.62,83.20,86.05,0,0,0.17585
516,IBM241129P00130000,IBM,2024-11-29,2024-10-25,130.00,put,0.00,0.01,0.00,1.30,0,0,0.54162
517,IBM241129C00135000,IBM,2024-11-29,2024-10-25,135.00,call,0.00,79.62,78.20,81.05,0,0,0.16546
518,IBM241129P00135000,IBM,2024-11-29,2024-10-25,135.00,put,0.00,0.01,0.00,1.30,0,0,0.50381
519,IBM241129C00140000,IBM,2024-11-29,2024-10-25,140.00,call,0.00,74.92,73.10,76.75,0,0,0.15508
520,IBM241129P00140000,IBM,2024-11-29,2024-10-25,140.00,put,0.00,0.01,0.00,1.30,0,0,0.46723
521,IBM241129C00145000,IBM,2024-11-29,2024-10-25,145.00,call,74.40,69.62,68.20,71.05,0,1,0.14469
522,IBM241129P00145000,IBM,2024-11-29,2024-10-25,145.00,put,0.00,0.01,0.00,1.30,0,0,0.43171
523,IBM241129C00150000,IBM,2024-11-29,2024-10-25,150.00,call,65.19,64.50,63.00,66.00,1,0,0.13431
524,IBM241129P00150000,IBM,2024-11-29,2024-10-25,150.00,put,0.00,0.01,0.00,1.30,0,0,0.39741
525,IBM241129C00155000,IBM,2024-11-29,2024-10-25,155.00,call,0.00,60.02,58.25,61.80,0,0,0.12392
526,IBM241129P00155000,IBM,2024-11-29,2024-10-25,155.00,put,0.00,0.01,0.00,1.30,0,0,0.36403
527,IBM241129C00160000,IBM,2024-11-29,2024-10-25,160.00,call,0.00,55.02,53.25,56.80,0,0,0.11354
528,IBM241129P00160000,IBM,2024-11-29,2024-10-25,160.00,put,0.00,0.01,0.00,1.31,0,0,0.33156
529,IBM241129C00165000,IBM,2024-11-29,2024-10-25,165.00,call,0.00,49.67,48.25,51.10,0,0,0.10316
530,IBM241129P00165000,IBM,2024-11-29,2024-10-25,165.00,put,0.00,0.01,0.00,1.32,0,1,0.30001
531,IBM241129C00170000,IBM,2024-11-29,2024-10-25,170.00,call,0.00,45.00,43.25,46.75,0,0,0.09277
532,IBM241129P00170000,IBM,2024-11-29,2024-10-25,170.00,put,0.00,0.01,0.00,0.95,0,0,0.26906
533,IBM241129C00175000,IBM,2024-11-29,2024-10-25,175.00,call,57.65,40.08,38.30,41.85,0,7,0.08239
534,IBM241129P00175000,IBM,2024-11-29,2024-10-25,175.00,put,0.00,0.68,0.01,1.35,0,0,0.43537
535,IBM241129C00180000,IBM,2024-11-29,2024-10-25,180.00,call,0.00,35.02,33.30,36.75,0,0,0.07200
536,IBM241129P00180000,IBM,2024-11-29,2024-10-25,180.00,put,0.00,0.19,0.03,0.35,0,5,0.30306
537,IBM241129C00185000,IBM,2024-11-29,2024-10-25,185.00,call,0.00,29.77,28.35,31.20,0,0,0.06162
538,IBM241129P00185000,IBM,2024-11-29,2024-10-25,185.00,put,0.00,0.80,0.08,1.51,0,0,0.35397
539,IBM241129C00190000,IBM,2024-11-29,2024-10-25,190.00,call,0.00,25.17,23.45,26.90,0,0,0.05124
540,IBM241129P00190000,IBM,2024-11-29,2024-10-25,190.00,put,0.00,0.36,0.23,0.50,0,16,0.25413
541,IBM241129C00195000,IBM,2024-11-29,2024-10-25,195.00,call,22.47,20.02,18.65,21.40,0,3,0.04085
542,IBM241129P00195000,IBM,2024-11-29,2024-10-25,195.00,put,0.57,0.49,0.34,0.65,7,9,0.22714
543,IBM241129C00200000,IBM,2024-11-29,2024-10-25,200.00,call,15.77,15.82,15.20,16.45,1,21,0.15215
544,IBM241129P00200000,IBM,2024-11-29,2024-10-25,200.00,put,0.95,0.97,0.82,1.11,156,40,0.22120
545,IBM241129C00205000,IBM,2024-11-29,2024-10-25,205.00,call,12.07,11.75,10.85,12.65,2,5,0.17897
546,IBM241129P00205000,IBM,2024-11-29,2024-10-25,205.00,put,1.89,1.92,1.79,2.04,34,26,0.22166
547,IBM241129C00210000,IBM,2024-11-29,2024-10-25,210.00,call,7.55,7.20,6.30,8.10,11,22,0.14209
548,IBM241129P00210000,IBM,2024-11-29,2024-10-25,210.00,put,3.40,3.20,2.90,3.50,33,101,0.21297
549,IBM241129C00215000,IBM,2024-11-29,2024-10-25,215.00,call,4.85,5.08,4.45,5.70,16,19,0.17913
550,IBM241129P00215000,IBM,2024-11-29,2024-10-25,215.00,put,5.45,5.60,5.40,5.80,28,73,0.22379
551,IBM241129C00220000,IBM,2024-11-29,2024-10-25,220.00,call,2.52,3.33,2.51,4.15,17,82,0.19437
552,IBM241129P00220000,IBM,2024-11-29,2024-10-25,220.00,put,8.22,8.50,8.05,8.95,10,56,0.22791
553,IBM241129C00225000,IBM,2024-11-29,2024-10-25,225.00,call,1.30,1.42,1.22,1.61,31,27,0.17227
554,IBM241129P00225000,IBM,2024-11-29,2024-10-25,225.00,put,12.20,12.15,11.35,12.95,2,28,0.23888
555,IBM241129C00230000,IBM,2024-11-29,2024-10-25,230.00,call,0.99,0.65,0.59,0.71,26,119,0.17196
556,IBM241129P00230000,IBM,2024-11-29,2024-10-25,230.00,put,14.11,17.05,16.75,17.35,5,25,0.29086
557,IBM241129C00235000,IBM,2024-11-29,2024-10-25,235.00,call,0.36,0.32,0.29,0.36,33,89,0.17836
558,IBM241129P00235000,IBM,2024-11-29,2024-10-25,235.00,put,19.35,21.85,20.50,23.20,1,3,0.33232
559,IBM241129C00240000,IBM,2024-11-29,2024-10-25,240.00,call,0.34,0.18,0.05,0.32,0,26,0.18965
560,IBM241129P00240000,IBM,2024-11-29,2024-10-25,240.00,put,0.00,26.42,24.70,28.15,0,1,0.35595
561,IBM241129C00245000,IBM,2024-11-29,2024-10-25,245.00,call,0.26,0.39,0.02,0.75,0,94,0.25306
562,IBM241129P00245000,IBM,2024-11-29,2024-10-25,245.00,put,0.00,31.28,29.60,32.95,0,0,0.39101
563,IBM241129C00250000,IBM,2024-11-29,2024-10-25,250.00,call,0.07,0.01,0.00,0.25,0,107,0.17166
564,IBM241129P00250000,IBM,2024-11-29,2024-10-25,250.00,put,0.00,36.23,34.60,37.85,0,1,0.42912
565,IBM241129C00255000,IBM,2024-11-29,2024-10-25,255.00,call,1.00,0.01,0.00,1.31,0,10,0.19208
566,IBM241129P00255000,IBM,2024-11-29,2024-10-25,255.00,put,0.00,41.30,39.60,43.00,0,0,0.47317
567,IBM241129C00260000,IBM,2024-11-29,2024-10-25,260.00,call,0.16,0.01,0.00,0.59,0,5,0.21190
568,IBM241129P00260000,IBM,2024-11-29,2024-10-25,260.00,put,0.00,46.02,44.55,47.50,0,0,0.49131
569,IBM241129C00265000,IBM,2024-11-29,2024-10-25,265.00,call,0.04,0.01,0.00,0.37,5,29,0.23126
570,IBM241129P00265000,IBM,2024-11-29,2024-10-25,265.00,put,0.00,51.15,49.50,52.80,0,0,0.53705
571,IBM241129C00270000,IBM,2024-11-29,2024-10-25,270.00,call,0.50,0.01,0.00,0.63,0,4,0.25001
572,IBM241129P00270000,IBM,2024-11-29,2024-10-25,270.00,put,0.00,56.23,54.50,57.95,0,0,0.57820
573,IBM241129C00275000,IBM,2024-11-29,2024-10-25,275.00,call,0.05,0.01,0.00,0.18,0,72,0.26830
574,IBM241129P00275000,IBM,2024-11-29,2024-10-25,275.00,put,0.00,61.27,59.55,63.00,0,0,0.61555
575,IBM241129C00280000,IBM,2024-11-29,2024-10-25,280.00,call,0.52,0.01,0.00,1.29,0,1,0.28614
576,IBM241129P00280000,IBM,2024-11-29,2024-10-25,280.00,put,0.00,66.20,64.50,67.90,0,0,0.64344
577,IBM241129C00285000,IBM,2024-11-29,2024-10-25,285.00,call,0.00,0.01,0.00,1.28,0,0,0.30351
578,IBM241129P00285000,IBM,2024-11-29,2024-10-25,285.00,put,0.00,71.18,69.45,72.90,0,0,0.67424
579,IBM241129C00290000,IBM,2024-11-29,2024-10-25,290.00,call,0.00,0.01,0.00,1.28,0,0,0.32059
580,IBM241129P00290000,IBM,2024-11-29,2024-10-25,290.00,put,0.00,76.15,74.45,77.85,0,0,0.70320
581,IBM241129C00295000,IBM,2024-11-29,2024-10-25,295.00,call,0.00,0.01,0.00,1.28,0,0,0.33720
582,IBM241129P00295000,IBM,2024-11-29,2024-10-25,295.00,put,0.00,81.18,79.45,82.90,0,0,0.73628
583,IBM241129C00300000,IBM,2024-11-29,2024-10-25,300.00,call,0.00,0.01,0.00,1.28,0,0,0.35336
584,IBM241129P00300000,IBM,2024-11-29,2024-10-25,300.00,put,0.00,86.20,84.50,87.90,0,0,0.76798
585,IBM241129C00305000,IBM,2024-11-29,2024-10-25,305.00,call,1.12,0.01,0.00,1.28,0,1,0.36937
586,IBM241129P00305000,IBM,2024-11-29,2024-10-25,305.00,put,0.00,91.18,89.40,92.95,0,0,0.79558
587,IBM241206C00120000,IBM,2024-12-06,2024-10-25,120.00,call,0.00,94.95,93.15,96.75,0,0,0.16461
588,IBM241206P00120000,IBM,2024-12-06,2024-10-25,120.00,put,0.00,0.01,0.00,2.13,0,0,0.56845
589,IBM241206C00125000,IBM,2024-12-06,2024-10-25,125.00,call,0.00,89.97,88.20,91.75,0,0,0.15591
590,IBM241206P00125000,IBM,2024-12-06,2024-10-25,125.00,put,0.00,0.01,0.00,2.13,0,0,0.53110
591,IBM241206C00130000,IBM,2024-12-06,2024-10-25,130.00,call,0.00,84.97,83.20,86.75,0,0,0.14722
592,IBM241206P00130000,IBM,2024-12-06,2024-10-25,130.00,put,0.00,0.01,0.00,2.13,0,0,0.49528
593,IBM241206C00135000,IBM,2024-12-06,2024-10-25,135.00,call,0.00,79.97,78.35,81.60,0,0,0.13853
594,IBM241206P00135000,IBM,2024-12-06,2024-10-25,135.00,put,0.00,0.01,0.00,2.13,0,0,0.46083
595,IBM241206C00140000,IBM,2024-12-06,2024-10-25,140.00,call,0.00,74.97,73.20,76.75,0,0,0.12983
596,IBM241206P00140000,IBM,2024-12-06,2024-10-25,140.00,put,0.00,0.01,0.00,2.13,0,0,0.42729
597,IBM241206C00145000,IBM,2024-12-06,2024-10-25,145.00,call,0.00,69.95,68.20,71.70,0,0,0.12114
598,IBM241206P00145000,IBM,2024-12-06,2024-10-25,145.00,put,0.00,0.01,0.00,2.13,0,0,0.39498
599,IBM241206C00150000,IBM,2024-12-06,2024-10-25,150.00,call,0.00,65.00,63.20,66.80,0,0,0.11244
600,IBM241206P00150000,IBM,2024-12-06,2024-10-25,150.00,put,0.00,0.01,0.00,2.13,0,0,0.36357
601,IBM241206C00155000,IBM,2024-12-06,2024-10-25,155.00,call,0.00,60.02,58.25,61.80,0,0,0.10375
602,IBM241206P00155000,IBM,2024-12-06,2024-10-25,155.00,put,0.00,0.01,0.00,2.14,0,0,0.33324
603,IBM241206C00160000,IBM,2024-12-06,2024-10-25,160.00,call,0.00,55.05,53.30,56.80,0,0,0.09506
604,IBM241206P00160000,IBM,2024-12-06,2024-10-25,160.00,put,0.00,0.01,0.00,2.15,0,0,0.30351
605,IBM241206C00165000,IBM,2024-12-06,2024-10-25,165.00,call,0.00,50.02,48.30,51.75,0,0,0.08636
606,IBM241206P00165000,IBM,2024-12-06,2024-10-25,165.00,put,0.00,0.01,0.00,2.00,0,0,0.27470
607,IBM241206C00170000,IBM,2024-12-06,2024-10-25,170.00,call,0.00,45.28,43.70,46.85,0,0,0.07767
608,IBM241206P00170000,IBM,2024-12-06,2024-10-25,170.00,put,0.00,0.01,0.00,2.19,0,0,0.24650
609,IBM241206C00175000,IBM,2024-12-06,2024-10-25,175.00,call,0.00,40.17,38.50,41.85,0,0,0.06898
610,IBM241206P00175000,IBM,2024-12-06,2024-10-25,175.00,put,0.00,0.01,0.00,2.22,0,0,0.21891
611,IBM241206C00180000,IBM,2024-12-06,2024-10-25,180.00,call,0.00,35.15,33.45,36.85,0,0,0.06028
612,IBM241206P00180000,IBM,2024-12-06,2024-10-25,180.00,put,0.00,0.01,0.00,2.26,0,0,0.19193
613,IBM241206C00185000,IBM,2024-12-06,2024-10-25,185.00,call,0.00,30.27,28.85,31.70,0,0,0.05159
614,IBM241206P00185000,IBM,2024-12-06,2024-10-25,185.00,put,0.00,0.01,0.00,2.33,0,0,0.16541
615,IBM241206C00190000,IBM,2024-12-06,2024-10-25,190.00,call,0.00,25.50,24.15,26.85,0,0,0.04289
616,IBM241206P00190000,IBM,2024-12-06,2024-10-25,190.00,put,0.00,0.49,0.41,0.57,0,0,0.24955
617,IBM241206C00195000,IBM,2024-12-06,2024-10-25,195.00,call,0.00,20.57,19.40,21.75,0,0,0.03420
618,IBM241206P00195000,IBM,2024-12-06,2024-10-25,195.00,put,0.80,0.81,0.73,0.89,3,0,0.23751
619,IBM241206C00200000,IBM,2024-12-06,2024-10-25,200.00,call,0.00,16.15,15.35,16.95,0,0,0.15672
620,IBM241206P00200000,IBM,2024-12-06,2024-10-25,200.00,put,1.16,1.35,1.23,1.48,2,0,0.22714
621,IBM241206C00205000,IBM,2024-12-06,2024-10-25,205.00,call,0.00,11.57,11.30,11.85,0,0,0.14407
622,IBM241206P00205000,IBM,2024-12-06,2024-10-25,205.00,put,2.20,2.38,2.25,2.50,10,5,0.22531
623,IBM241206C00210000,IBM,2024-12-06,2024-10-25,210.00,call,8.35,8.40,7.80,9.00,12,10,0.17257
624,IBM241206P00210000,IBM,2024-12-06,2024-10-25,210.00,put,3.90,3.83,3.65,4.00,133,1,0.22074
625,IBM241206C00215000,IBM,2024-12-06,2024-10-25,215.00,call,5.25,5.22,5.10,5.35,43,1,0.16480
626,IBM241206P00215000,IBM,2024-12-06,2024-10-25,215.00,put,5.90,6.03,5.75,6.30,10,3,0.22257
627,IBM241206C00220000,IBM,2024-12-06,2024-10-25,220.00,call,3.05,3.20,3.00,3.40,38,8,0.17013
628,IBM241206P00220000,IBM,2024-12-06,2024-10-25,220.00,put,8.83,8.80,8.15,9.45,17,4,0.22303
629,IBM241206C00225000,IBM,2024-12-06,2024-10-25,225.00,call,1.79,1.60,1.38,1.83,51,21,0.16343
630,IBM241206P00225000,IBM,2024-12-06,2024-10-25,225.00,put,12.40,12.85,12.40,13.30,15,9,0.25108
631,IBM241206C00230000,IBM,2024-12-06,2024-10-25,230.00,call,1.03,0.94,0.82,1.05,8,1,0.17379
632,IBM241206P00230000,IBM,2024-12-06,2024-10-25,230.00,put,0.00,16.75,15.90,17.60,0,14,0.25977
633,IBM241206C00235000,IBM,2024-12-06,2024-10-25,235.00,call,1.03,0.46,0.35,0.56,0,1,0.17547
634,IBM241206P00235000,IBM,2024-12-06,2024-10-25,235.00,put,0.00,21.42,20.15,22.70,0,0,0.29132
635,IBM241206C00240000,IBM,2024-12-06,2024-10-25,240.00,call,0.60,0.01,0.00,0.59,1,0,0.11648
636,IBM241206P00240000,IBM,2024-12-06,2024-10-25,240.00,put,0.00,26.52,24.85,28.20,0,0,0.33949
637,IBM241206C00245000,IBM,2024-12-06,2024-10-25,245.00,call,0.00,0.01,0.00,2.28,0,0,0.13645
638,IBM241206P00245000,IBM,2024-12-06,2024-10-25,245.00,put,0.00,31.30,29.85,32.75,0,0,0.36891
639,IBM241206C00250000,IBM,2024-12-06,2024-10-25,250.00,call,0.00,0.01,0.00,2.22,0,0,0.15580
640,IBM241206P00250000,IBM,2024-12-06,2024-10-25,250.00,put,0.00,36.38,34.60,38.15,0,0,0.41190
641,IBM241206C00255000,IBM,2024-12-06,2024-10-25,255.00,call,0.00,0.01,0.00,2.18,0,0,0.17455
642,IBM241206P00255000,IBM,2024-12-06,2024-10-25,255.00,put,0.00,41.35,39.65,43.05,0,0,0.44726
643,IBM241206C00260000,IBM,2024-12-06,2024-10-25,260.00,call,0.00,0.01,0.00,2.16,0,0,0.19269
644,IBM241206P00260000,IBM,2024-12-06,2024-10-25,260.00,put,0.00,46.38,44.75,48.00,0,0,0.48461
645,IBM241206C00265000,IBM,2024-12-06,2024-10-25,265.00,call,0.00,0.01,0.00,2.15,0,0,0.21022
646,IBM241206P00265000,IBM,2024-12-06,2024-10-25,265.00,put,0.00,51.00,49.50,52.50,0,0,0.49497
647,IBM241206C00270000,IBM,2024-12-06,2024-10-25,270.00,call,0.00,0.01,0.00,2.14,0,0,0.22745
648,IBM241206P00270000,IBM,2024-12-06,2024-10-25,270.00,put,0.00,56.33,54.50,58.15,0,0,0.54924
649,IBM241206C00275000,IBM,2024-12-06,2024-10-25,275.00,call,0.00,0.01,0.00,2.14,0,0,0.24406
650,IBM241206P00275000,IBM,2024-12-06,2024-10-25,275.00,put,0.00,61.23,59.50,62.95,0,0,0.57485
651,IBM241206C00280000,IBM,2024-12-06,2024-10-25,280.00,call,0.00,0.01,0.00,2.13,0,0,0.26037
652,IBM241206P00280000,IBM,2024-12-06,2024-10-25,280.00,put,0.00,66.28,64.70,67.85,0,0,0.60930
653,IBM241206C00285000,IBM,2024-12-06,2024-10-25,285.00,call,0.00,0.01,0.00,2.13,0,0,0.27623
654,IBM241206P00285000,IBM,2024-12-06,2024-10-25,285.00,put,0.00,71.20,69.45,72.95,0,0,0.63415
655,IBM241206C00290000,IBM,2024-12-06,2024-10-25,290.00,call,0.00,0.01,0.00,2.13,0,0,0.29178
656,IBM241206P00290000,IBM,2024-12-06,2024-10-25,290.00,put,0.00,76.20,74.65,77.75,0,0,0.66357
657,IBM241206C00295000,IBM,2024-12-06,2024-10-25,295.00,call,0.00,0.01,0.00,2.13,0,0,0.30702
658,IBM241206P00295000,IBM,2024-12-06,2024-10-25,295.00,put,0.00,81.22,79.45,83.00,0,0,0.69375
659,IBM241206C00300000,IBM,2024-12-06,2024-10-25,300.00,call,0.00,0.01,0.00,2.13,0,0,0.32181
660,IBM241206P00300000,IBM,2024-12-06,2024-10-25,300.00,put,0.00,86.03,84.45,87.60,0,0,0.70777
661,IBM241206C00305000,IBM,2024-12-06,2024-10-25,305.00,call,0.00,0.01,0.00,2.13,0,0,0.33629
662,IBM241206P00305000,IBM,2024-12-06,2024-10-25,305.00,put,0.00,91.20,89.40,93.00,0,0,0.74771
663,IBM241220C00135000,IBM,2024-12-20,2024-10-25,135.00,call,0.00,79.70,78.40,81.00,0,0,0.10450
664,IBM241220P00135000,IBM,2024-12-20,2024-10-25,135.00,put,0.00,0.01,0.00,0.80,0,1,0.40046
665,IBM241220C00140000,IBM,2024-12-20,2024-10-25,140.00,call,0.00,74.72,73.40,76.05,0,0,0.09794
666,IBM241220P00140000,IBM,2024-12-20,2024-10-25,140.00,put,0.00,0.01,0.00,0.80,0,5,0.37150
667,IBM241220C00145000,IBM,2024-12-20,2024-10-25,145.00,call,0.00,70.10,69.15,71.05,0,0,0.09138
668,IBM241220P00145000,IBM,2024-12-20,2024-10-25,145.00,put,0.00,0.01,0.00,0.66,0,0,0.34360
669,IBM241220C00150000,IBM,2024-12-20,2024-10-25,150.00,call,0.00,65.05,64.10,66.00,0,0,0.08483
670,IBM241220P00150000,IBM,2024-12-20,2024-10-25,150.00,put,0.03,0.28,0.02,0.54,3,33,0.46784
671,IBM241220C00155000,IBM,2024-12-20,2024-10-25,155.00,call,0.00,59.77,58.50,61.05,0,0,0.07827
672,IBM241220P00155000,IBM,2024-12-20,2024-10-25,155.00,put,0.00,0.01,0.00,0.67,0,11,0.29010
673,IBM241220C00160000,IBM,2024-12-20,2024-10-25,160.00,call,0.00,54.80,53.55,56.05,0,0,0.07171
674,IBM241220P00160000,IBM,2024-12-20,2024-10-25,160.00,put,0.00,0.23,0.02,0.44,0,2,0.38324
675,IBM241220C00165000,IBM,2024-12-20,2024-10-25,165.00,call,53.01,49.95,48.80,51.10,1,3,0.06515
676,IBM241220P00165000,IBM,2024-12-20,2024-10-25,165.00,put,0.00,0.26,0.03,0.48,0,36,0.35610
677,IBM241220C00170000,IBM,2024-12-20,2024-10-25,170.00,call,0.00,44.80,43.50,46.10,0,0,0.05859
678,IBM241220P00170000,IBM,2024-12-20,2024-10-25,170.00,put,0.00,0.15,0.05,0.25,0,7,0.29528
679,IBM241220C00175000,IBM,2024-12-20,2024-10-25,175.00,call,0.00,39.92,38.35,41.50,0,0,0.05203
680,IBM241220P00175000,IBM,2024-12-20,2024-10-25,175.00,put,0.00,0.36,0.09,0.64,0,203,0.30611
681,IBM241220C00180000,IBM,2024-12-20,2024-10-25,180.00,call,37.97,34.98,34.60,35.35,0,59,0.04548
682,IBM241220P00180000,IBM,2024-12-20,2024-10-25,180.00,put,0.14,0.42,0.14,0.70,10,31,0.28019
683,IBM241220C00185000,IBM,2024-12-20,2024-10-25,185.00,call,35.50,30.23,29.65,30.80,0,3,0.03892
